,home_team,hp1,hp2,hp3,hp4,hp5,hp6,hp7,hp8,hp9,hp10,hp11,away_team,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,home_score,away_score,diff_score,game_results,season
1530,Hull City,Boaz Myhill,Michael Turner,Steven Mouyokolo,Anthony Gardner,Andy Dawson,Stephen Hunt,Bernard Mendy,Seyi Olofinjana,George Boateng,Caleb Folan,Daniel Cousin,Tottenham Hotspur,Heurelho Gomes,Alan Hutton,Sebastien Bassong,Benoit Assou-Ekotto,Vedran Corluka,Luka Modric,Tom Huddlestone,Wilson Palacios,Aaron Lennon,Jermain Defoe,Robbie Keane,1,5,-4,2,9
1531,Liverpool,Pepe Reina,Jamie Carragher,Emiliano Insúa,Glen Johnson,Daniel Ayala,Yossi Benayoun,Lucas Leiva,Javier Mascherano,Steven Gerrard,Fernando Torres,Dirk Kuyt,Stoke City,Thomas Sørensen,Danny Higginbotham,Andy Wilkinson,Abdoulaye Diagne-Faye,Ryan Shawcross,Rory Delap,Glenn Whelan,Richard Cresswell,Dean Whitehead,Matthew Etherington,James Beattie,4,0,4,1,9
1532,Arsenal,Manuel Almunia,William Gallas,Kieran Gibbs,Thomas Vermaelen,Emmanuel Eboué,Andrey Arshavin,Denilson,Cesc Fàbregas,Abou Diaby,Eduardo da Silva,Robin van Persie,Portsmouth,David James,Younes Kaboul,Sylvain Distin,Nadir Belhadj,John Utaka,Marc Wilson,Aaron Mokoena,Niko Kranjcar,Hayden Mullins,Frédéric Piquionne,Kanu,4,1,3,1,9
1533,Birmingham City,Joe Hart,Stuart Parnaby,Stephen Carr,Franck Queudrue,Roger Johnson,Lee Bowyer,Barry Ferguson,Keith Fahey,James McFadden,Kevin Phillips,Garry O'Connor,Stoke City,Thomas Sørensen,Danny Higginbotham,Andy Wilkinson,Abdoulaye Diagne-Faye,Ryan Shawcross,Rory Delap,Liam Lawrence,Matthew Etherington,Glenn Whelan,Ricardo Fuller,James Beattie,0,0,0,0,9
1534,Hull City,Boaz Myhill,Kamil Zayatte,Michael Turner,Anthony Gardner,Andy Dawson,Stephen Hunt,Kevin Kilbane,Geovanni,Seyi Olofinjana,Caleb Folan,Kamel Ghilas,Bolton Wanderers,Jussi Jääskeläinen,Sam Ricketts,Paul Robinson,Zat Knight,Gary Cahill,Matthew Taylor,Sean Davis,Mark Davies,Fabrice Muamba,Kevin Davies,Johan Elmander,1,0,1,1,9
1535,Manchester City,Shay Given,Kolo Touré,Richard Dunne,Wayne Bridge,Micah Richards,Gareth Barry,Shaun Wright-Phillips,Stephen Ireland,Emmanuel Adebayor,Robinho,Carlos Tevez,Wolverhampton Wanderers,Wayne Hennessey,Richard Stearman,Michael Mancienne,Jody Craddock,Greg Halford,Nenad Milijas,Karl Henry,Stephen Ward,David Edwards,Matthew Jarvis,Andy Keogh,1,0,1,1,9
1536,Sunderland,Marton Fülöp,Anton Ferdinand,George McCartney,Phil Bardsley,Danny Collins,Steed Malbranque,Lorik Cana,Kieran Richardson,Lee Cattermole,Darren Bent,Kenwyne Jones,Blackburn Rovers,Paul Robinson,Lars Jacobsen,Gaël Givet,Christopher Samba,Ryan Nelsen,El Hadji Diouf,Keith Andrews,Steven Nzonzi,Morten Gamst Pedersen,Franco Di Santo,Jason Roberts,2,1,1,1,9
1537,Wigan Athletic,Chris Kirkland,Titus Bramble,Paul Scharner,Maynor Figueroa,Mario Melchiot,Jordi Gómez,Mohamed Diamé,Jason Koumas,Charles N'Zogbia,Hendry Thomas,Hugo Rodallega,Manchester United,Ben Foster,Nemanja Vidic,Gary Neville,Patrice Evra,Jonny Evans,Paul Scholes,Darren Fletcher,Nani,Luis Antonio Valencia,Wayne Rooney,Dimitar Berbatov,0,5,-5,2,9
1538,Burnley,Brian Jensen,Clarke Carlisle,André Bikey,Tyrone Mears,Stephen Jordan,Graham Alexander,Chris McCann,Wade Elliott,Robbie Blake,Steven Fletcher,Martin Paterson,Everton,Tim Howard,Leighton Baines,Joseph Yobo,Tony Hibbert,Marouane Fellaini,Tim Cahill,Leon Osman,Phil Neville,Steven Pienaar,Jack Rodwell,Louis Saha,1,0,1,1,9
1539,Fulham,Mark Schwarzer,Aaron Hughes,John Pantsil,Paul Konchesky,Brede Hangeland,Clint Dempsey,Danny Murphy,Damien Duff,Zoltán Gera,Dickson Etuhu,Bobby Zamora,Chelsea,Petr Cech,Ashley Cole,John Terry,Ricardo Carvalho,José Bosingwa,Michael Ballack,John Obi Mikel,Frank Lampard,Florent Malouda,Nicolas Anelka,Didier Drogba,0,2,-2,2,9
1540,West Ham United,Robert Green,James Collins,Jonathan Spector,Matt Upson,Mark Noble,Junior Stanislas,Luis Jiménez,Scott Parker,Jack Collison,Julien Faubert,Carlton Cole,Tottenham Hotspur,Carlo Cudicini,Sebastien Bassong,Benoit Assou-Ekotto,Vedran Corluka,Ledley King,Luka Modric,Tom Huddlestone,Wilson Palacios,Aaron Lennon,Jermain Defoe,Robbie Keane,1,2,-1,2,9
1541,Liverpool,Pepe Reina,Jamie Carragher,Emiliano Insúa,Glen Johnson,Martin Skrtel,Javier Mascherano,Lucas Leiva,Yossi Benayoun,Steven Gerrard,Fernando Torres,Dirk Kuyt,Aston Villa,Brad Friedel,Habib Beye,Carlos Cuellar,Nicky Shorey,Curtis Davies,Ashley Young,Stiliyan Petrov,James Milner,Nigel Reo-Coker,Steve Sidwell,Gabriel Agbonlahor,1,3,-2,2,9
1542,Blackburn Rovers,Paul Robinson,Lars Jacobsen,Pascal Chimbonda,Gaël Givet,Christopher Samba,Vince Grella,Keith Andrews,David Dunn,Morten Gamst Pedersen,Steven Nzonzi,Jason Roberts,West Ham United,Robert Green,Jonathan Spector,James Collins,Matt Upson,Mark Noble,Scott Parker,Junior Stanislas,Luis Jiménez,Jack Collison,Julien Faubert,Carlton Cole,0,0,0,0,9
1543,Bolton Wanderers,Jussi Jääskeläinen,Sam Ricketts,Jlloyd Samuel,Zat Knight,Gary Cahill,Tamir Cohen,Matthew Taylor,Fabrice Muamba,Sean Davis,Kevin Davies,Johan Elmander,Liverpool,Pepe Reina,Jamie Carragher,Emiliano Insúa,Glen Johnson,Sotirios Kyrgiakos,Javier Mascherano,Lucas Leiva,Albert Riera,Steven Gerrard,Dirk Kuyt,Fernando Torres,2,3,-1,2,9
1544,Chelsea,Petr Cech,Ashley Cole,John Terry,Ricardo Carvalho,José Bosingwa,Michael Essien,Deco,Michael Ballack,Frank Lampard,Nicolas Anelka,Didier Drogba,Burnley,Brian Jensen,Graham Alexander,Clarke Carlisle,André Bikey,Tyrone Mears,Stephen Jordan,Chris McCann,Wade Elliott,Robbie Blake,Martin Paterson,Steven Fletcher,3,0,3,1,9
1545,Manchester United,Ben Foster,Wes Brown,Nemanja Vidic,John O'Shea,Patrice Evra,Ryan Giggs,Michael Carrick,Darren Fletcher,Luis Antonio Valencia,Nani,Wayne Rooney,Arsenal,Manuel Almunia,William Gallas,Bacary Sagna,Gaël Clichy,Thomas Vermaelen,Andrey Arshavin,Denilson,Emmanuel Eboué,Alexandre Song,Abou Diaby,Robin van Persie,2,1,1,1,9
1546,Stoke City,Thomas Sørensen,Danny Higginbotham,Andy Wilkinson,Abdoulaye Diagne-Faye,Ryan Shawcross,Rory Delap,Liam Lawrence,Matthew Etherington,Glenn Whelan,Ricardo Fuller,Dave Kitson,Sunderland,Craig Gordon,Anton Ferdinand,Nyron Nosworthy,Phil Bardsley,George McCartney,Steed Malbranque,Lorik Cana,Kieran Richardson,Lee Cattermole,Darren Bent,Kenwyne Jones,1,0,1,1,9
1547,Tottenham Hotspur,Carlo Cudicini,Ledley King,Sebastien Bassong,Benoit Assou-Ekotto,Vedran Corluka,Luka Modric,Tom Huddlestone,Wilson Palacios,Aaron Lennon,Jermain Defoe,Robbie Keane,Birmingham City,Joe Hart,Stuart Parnaby,Stephen Carr,Franck Queudrue,Roger Johnson,Lee Bowyer,Sebastian Larsson,Barry Ferguson,Lee Carsley,James McFadden,Garry O'Connor,2,1,1,1,9
1548,Wolverhampton Wanderers,Wayne Hennessey,George Elokobi,Richard Stearman,Michael Mancienne,Jody Craddock,Karl Henry,Matthew Jarvis,Greg Halford,Nenad Milijas,Andy Keogh,Kevin Doyle,Hull City,Boaz Myhill,Kamil Zayatte,Michael Turner,Steven Mouyokolo,Andy Dawson,Stephen Hunt,Kevin Kilbane,Geovanni,Seyi Olofinjana,Caleb Folan,Kamel Ghilas,1,1,0,0,9
1549,Aston Villa,Brad Friedel,Habib Beye,Carlos Cuellar,Nicky Shorey,Ciaran Clark,Nigel Reo-Coker,Stiliyan Petrov,James Milner,Ashley Young,Steve Sidwell,Gabriel Agbonlahor,Fulham,Mark Schwarzer,John Pantsil,Aaron Hughes,Paul Konchesky,Brede Hangeland,Clint Dempsey,Damien Duff,Jonathan Greening,Dickson Etuhu,Diomansy Kamara,Erik Nevland,2,0,2,1,9
1550,Everton,Tim Howard,Leighton Baines,Joseph Yobo,Sylvain Distin,Tony Hibbert,Tim Cahill,Leon Osman,Phil Neville,Steven Pienaar,Jack Rodwell,Louis Saha,Wigan Athletic,Mike Pollitt,Titus Bramble,Paul Scharner,Emmerson Boyce,Maynor Figueroa,Mario Melchiot,Charles N'Zogbia,Jordi Gómez,Hendry Thomas,Mohamed Diamé,Hugo Rodallega,2,1,1,1,9
1551,Portsmouth,Asmir Begovic,Younes Kaboul,Anthony Vanden Borre,Nadir Belhadj,Aaron Mokoena,Niko Kranjcar,Michael Brown,Hayden Mullins,Richard Hughes,Tommy Smith,Frédéric Piquionne,Manchester City,Shay Given,Kolo Touré,Micah Richards,Joleon Lescott,Wayne Bridge,Stephen Ireland,Gareth Barry,Shaun Wright-Phillips,Emmanuel Adebayor,Craig Bellamy,Carlos Tevez,0,1,-1,2,9
1552,Blackburn Rovers,Paul Robinson,Lars Jacobsen,Pascal Chimbonda,Christopher Samba,Gaël Givet,Vince Grella,Morten Gamst Pedersen,Keith Andrews,David Dunn,El Hadji Diouf,Jason Roberts,Wolverhampton Wanderers,Wayne Hennessey,Matt Hill,Richard Stearman,Michael Mancienne,Christophe Berra,Greg Halford,Nenad Milijas,Karl Henry,Matthew Jarvis,Kevin Doyle,Andy Keogh,3,1,2,1,9
1553,Liverpool,Pepe Reina,Jamie Carragher,Emiliano Insúa,Glen Johnson,Martin Skrtel,Yossi Benayoun,Albert Riera,Lucas Leiva,Steven Gerrard,Fernando Torres,Dirk Kuyt,Burnley,Brian Jensen,Graham Alexander,Clarke Carlisle,André Bikey,Tyrone Mears,Stephen Jordan,Chris McCann,Wade Elliott,Robbie Blake,Martin Paterson,Steven Fletcher,4,0,4,1,9
1554,Manchester City,Shay Given,Kolo Touré,Joleon Lescott,Wayne Bridge,Micah Richards,Stephen Ireland,Gareth Barry,Shaun Wright-Phillips,Nigel de Jong,Emmanuel Adebayor,Craig Bellamy,Arsenal,Manuel Almunia,William Gallas,Bacary Sagna,Gaël Clichy,Thomas Vermaelen,Alexandre Song,Cesc Fàbregas,Denilson,Abou Diaby,Nicklas Bendtner,Robin van Persie,4,2,2,1,9
1555,Portsmouth,David James,Younes Kaboul,Anthony Vanden Borre,Nadir Belhadj,Tal Ben Haim,Aaron Mokoena,Jamie O'Hara,Kevin-Prince Boateng,Michael Brown,Tommy Smith,Frédéric Piquionne,Bolton Wanderers,Jussi Jääskeläinen,Jlloyd Samuel,Grétar Steinsson,Zat Knight,Sam Ricketts,Gary Cahill,Tamir Cohen,Matthew Taylor,Mark Davies,Fabrice Muamba,Kevin Davies,2,3,-1,2,9
1556,Stoke City,Thomas Sørensen,Robert Huth,Danny Collins,Andy Wilkinson,Abdoulaye Diagne-Faye,Ryan Shawcross,Rory Delap,Glenn Whelan,Dean Whitehead,James Beattie,Dave Kitson,Chelsea,Petr Cech,Ashley Cole,John Terry,Branislav Ivanovic,José Bosingwa,John Obi Mikel,Florent Malouda,Michael Ballack,Frank Lampard,Salomon Kalou,Didier Drogba,1,2,-1,2,9
1557,Sunderland,Craig Gordon,Michael Turner,Anton Ferdinand,Phil Bardsley,Andy Reid,Steed Malbranque,Lorik Cana,Kieran Richardson,Lee Cattermole,Fraizer Campbell,Darren Bent,Hull City,Boaz Myhill,Kamil Zayatte,Paul McShane,Ibrahima Sonko,Andy Dawson,Geovanni,Craig Fagan,Stephen Hunt,Kevin Kilbane,Seyi Olofinjana,Kamel Ghilas,4,1,3,1,9
1558,Tottenham Hotspur,Carlo Cudicini,Sebastien Bassong,Benoit Assou-Ekotto,Ledley King,Vedran Corluka,Wilson Palacios,Tom Huddlestone,Aaron Lennon,Peter Crouch,Jermain Defoe,Robbie Keane,Manchester United,Ben Foster,Rio Ferdinand,Nemanja Vidic,John O'Shea,Patrice Evra,Anderson,Darren Fletcher,Paul Scholes,Ryan Giggs,Dimitar Berbatov,Wayne Rooney,1,3,-2,2,9
1559,Wigan Athletic,Chris Kirkland,Titus Bramble,Emmerson Boyce,Maynor Figueroa,Mario Melchiot,Charles N'Zogbia,Jordi Gómez,Jason Koumas,Mohamed Diamé,Hendry Thomas,Hugo Rodallega,West Ham United,Robert Green,Danny Gabbidon,James Tomkins,Matt Upson,Scott Parker,Mark Noble,Radoslav Kovac,Junior Stanislas,Julien Faubert,Zavon Hines,Carlton Cole,1,0,1,1,9
1560,Birmingham City,Joe Hart,Stuart Parnaby,Franck Queudrue,Roger Johnson,Lee Bowyer,Sebastian Larsson,Barry Ferguson,Teemu Tainio,Keith Fahey,Garry O'Connor,James McFadden,Aston Villa,Brad Friedel,Carlos Cuellar,Richard Dunne,James Collins,Stephen Warnock,Nigel Reo-Coker,Stiliyan Petrov,Ashley Young,James Milner,Steve Sidwell,Gabriel Agbonlahor,0,1,-1,2,9
1561,Fulham,David Stockdale,Aaron Hughes,John Pantsil,Paul Konchesky,Brede Hangeland,Clint Dempsey,Danny Murphy,Dickson Etuhu,Damien Duff,Bobby Zamora,Andrew Johnson,Everton,Tim Howard,Leighton Baines,Joseph Yobo,Sylvain Distin,Tony Hibbert,Tim Cahill,Leon Osman,Steven Pienaar,Jack Rodwell,Phil Neville,Jô,2,1,1,1,9
1562,Arsenal,Vito Mannone,William Gallas,Bacary Sagna,Gaël Clichy,Thomas Vermaelen,Abou Diaby,Cesc Fàbregas,Emmanuel Eboué,Alexandre Song,Eduardo da Silva,Robin van Persie,Wigan Athletic,Chris Kirkland,Titus Bramble,Emmerson Boyce,Maynor Figueroa,Mario Melchiot,Charles N'Zogbia,Jordi Gómez,Jason Koumas,Mohamed Diamé,Hendry Thomas,Hugo Rodallega,4,0,4,1,9
1563,Aston Villa,Brad Friedel,Carlos Cuellar,Richard Dunne,James Collins,Stephen Warnock,Stiliyan Petrov,Ashley Young,James Milner,Steve Sidwell,John Carew,Gabriel Agbonlahor,Portsmouth,David James,Younes Kaboul,Anthony Vanden Borre,Nadir Belhadj,Tal Ben Haim,Aaron Mokoena,Kevin-Prince Boateng,Michael Brown,Jamie O'Hara,Tommy Smith,Frédéric Piquionne,2,0,2,1,9
1564,Bolton Wanderers,Jussi Jääskeläinen,Sam Ricketts,Jlloyd Samuel,Grétar Steinsson,Zat Knight,Gary Cahill,Gavin McCann,Tamir Cohen,Matthew Taylor,Fabrice Muamba,Kevin Davies,Stoke City,Thomas Sørensen,Robert Huth,Danny Collins,Abdoulaye Diagne-Faye,Ryan Shawcross,Rory Delap,Matthew Etherington,Glenn Whelan,Dean Whitehead,Ricardo Fuller,Dave Kitson,1,1,0,0,9
1565,Burnley,Brian Jensen,Clarke Carlisle,André Bikey,Tyrone Mears,Stephen Jordan,Graham Alexander,Chris McCann,Wade Elliott,Steven Fletcher,Martin Paterson,Robbie Blake,Sunderland,Craig Gordon,Michael Turner,Anton Ferdinand,Phil Bardsley,George McCartney,Andy Reid,Steed Malbranque,Lorik Cana,Kieran Richardson,Darren Bent,Fraizer Campbell,3,1,2,1,9
1566,Hull City,Boaz Myhill,Kamil Zayatte,Paul McShane,Ibrahima Sonko,Andy Dawson,Geovanni,Stephen Hunt,Dean Marney,Seyi Olofinjana,Jan Vennegoor of Hesselink,Jozy Altidore,Birmingham City,Joe Hart,Stuart Parnaby,Scott Dann,Stephen Carr,Roger Johnson,Lee Bowyer,Gary McSheffrey,Barry Ferguson,Teemu Tainio,Keith Fahey,Christian Benitez,0,1,-1,2,9
1567,West Ham United,Robert Green,Hérita Ilunga,Matt Upson,James Tomkins,Valon Behrami,Mark Noble,Scott Parker,Julien Faubert,Zavon Hines,Alessandro Diamanti,Carlton Cole,Liverpool,Pepe Reina,Jamie Carragher,Emiliano Insúa,Glen Johnson,Martin Skrtel,Javier Mascherano,Lucas Leiva,Yossi Benayoun,Steven Gerrard,Fernando Torres,Dirk Kuyt,2,3,-1,2,9
1568,Chelsea,Petr Cech,Ashley Cole,John Terry,Ricardo Carvalho,José Bosingwa,Michael Essien,Florent Malouda,Michael Ballack,Frank Lampard,Didier Drogba,Nicolas Anelka,Tottenham Hotspur,Carlo Cudicini,Ledley King,Benoit Assou-Ekotto,Vedran Corluka,Sebastien Bassong,Tom Huddlestone,Wilson Palacios,Aaron Lennon,Jermaine Jenas,Jermain Defoe,Robbie Keane,3,0,3,1,9
1569,Everton,Tim Howard,Leighton Baines,Joseph Yobo,Sylvain Distin,John Heitinga,Leon Osman,Marouane Fellaini,Steven Pienaar,Tim Cahill,Jack Rodwell,Louis Saha,Blackburn Rovers,Paul Robinson,Pascal Chimbonda,Míchel Salgado,Christopher Samba,Gaël Givet,Vince Grella,Morten Gamst Pedersen,Keith Andrews,David Dunn,El Hadji Diouf,Jason Roberts,3,0,3,1,9
1570,Manchester United,Ben Foster,Rio Ferdinand,Nemanja Vidic,John O'Shea,Patrice Evra,Anderson,Darren Fletcher,Park Ji-Sung,Ryan Giggs,Dimitar Berbatov,Wayne Rooney,Manchester City,Shay Given,Kolo Touré,Joleon Lescott,Wayne Bridge,Micah Richards,Gareth Barry,Shaun Wright-Phillips,Nigel de Jong,Stephen Ireland,Craig Bellamy,Carlos Tevez,4,3,1,1,9
1571,Wolverhampton Wanderers,Wayne Hennessey,George Elokobi,Michael Mancienne,Christophe Berra,Segundo Castillo,Karl Henry,Matthew Jarvis,David Edwards,Greg Halford,Kevin Doyle,Andy Keogh,Fulham,Mark Schwarzer,Paul Konchesky,Aaron Hughes,John Pantsil,Brede Hangeland,Dickson Etuhu,Damien Duff,Danny Murphy,Clint Dempsey,Bobby Zamora,Andrew Johnson,2,1,1,1,9
1572,Birmingham City,Joe Hart,Grégory Vignal,Scott Dann,Stephen Carr,Roger Johnson,Lee Bowyer,Teemu Tainio,Sebastian Larsson,Barry Ferguson,Keith Fahey,Christian Benitez,Bolton Wanderers,Jussi Jääskeläinen,Sam Ricketts,Jlloyd Samuel,Zat Knight,Gary Cahill,Tamir Cohen,Matthew Taylor,Ricardo Gardner,Fabrice Muamba,Kevin Davies,Ivan Klasnic,1,2,-1,2,9
1573,Blackburn Rovers,Paul Robinson,Ryan Nelsen,Lars Jacobsen,Pascal Chimbonda,Christopher Samba,El Hadji Diouf,Vince Grella,Morten Gamst Pedersen,Steven Nzonzi,David Dunn,Franco Di Santo,Aston Villa,Brad Friedel,Carlos Cuellar,Richard Dunne,James Collins,Stephen Warnock,Stiliyan Petrov,Ashley Young,James Milner,Fabian Delph,Gabriel Agbonlahor,John Carew,2,1,1,1,9
1574,Fulham,Mark Schwarzer,John Pantsil,Aaron Hughes,Paul Konchesky,Brede Hangeland,Dickson Etuhu,Clint Dempsey,Danny Murphy,Damien Duff,Bobby Zamora,Andrew Johnson,Arsenal,Vito Mannone,William Gallas,Bacary Sagna,Gaël Clichy,Thomas Vermaelen,Andrey Arshavin,Cesc Fàbregas,Alexandre Song,Abou Diaby,Robin van Persie,Nicklas Bendtner,0,1,-1,2,9
1575,Liverpool,Pepe Reina,Jamie Carragher,Emiliano Insúa,Glen Johnson,Martin Skrtel,Albert Riera,Lucas Leiva,Steven Gerrard,Yossi Benayoun,Fernando Torres,Dirk Kuyt,Hull City,Boaz Myhill,Liam Cooper,Paul McShane,Ibrahima Sonko,Andy Dawson,Stephen Hunt,George Boateng,Kevin Kilbane,Geovanni,Kamel Ghilas,Jan Vennegoor of Hesselink,6,1,5,1,9
1576,Portsmouth,David James,Younes Kaboul,Anthony Vanden Borre,Tal Ben Haim,Kevin-Prince Boateng,Michael Brown,Aaron Mokoena,Jamie O'Hara,Marc Wilson,Aruna Dindane,Tommy Smith,Everton,Tim Howard,Leighton Baines,Joseph Yobo,Sylvain Distin,John Heitinga,Tim Cahill,Leon Osman,Marouane Fellaini,Steven Pienaar,Jack Rodwell,Louis Saha,0,1,-1,2,9
1577,Stoke City,Thomas Sørensen,Robert Huth,Danny Collins,Abdoulaye Diagne-Faye,Ryan Shawcross,Rory Delap,Glenn Whelan,Matthew Etherington,Dean Whitehead,Liam Lawrence,Dave Kitson,Manchester United,Ben Foster,Rio Ferdinand,Nemanja Vidic,John O'Shea,Patrice Evra,Nani,Paul Scholes,Darren Fletcher,Luis Antonio Valencia,Wayne Rooney,Dimitar Berbatov,0,2,-2,2,9
1578,Tottenham Hotspur,Carlo Cudicini,Benoit Assou-Ekotto,Vedran Corluka,Sebastien Bassong,Tom Huddlestone,Aaron Lennon,Niko Kranjcar,Wilson Palacios,Jermaine Jenas,Jermain Defoe,Robbie Keane,Burnley,Brian Jensen,Clarke Carlisle,André Bikey,Tyrone Mears,Stephen Jordan,Graham Alexander,Johannes Karl Gudjonsson,Wade Elliott,Robbie Blake,David Nugent,Steven Fletcher,5,0,5,1,9
1579,Wigan Athletic,Chris Kirkland,Titus Bramble,Paul Scharner,Emmerson Boyce,Maynor Figueroa,Mario Melchiot,Charles N'Zogbia,Mohamed Diamé,Hendry Thomas,Hugo Rodallega,Jason Scotland,Chelsea,Petr Cech,Ashley Cole,John Terry,Ricardo Carvalho,José Bosingwa,Michael Essien,Florent Malouda,John Obi Mikel,Frank Lampard,Nicolas Anelka,Didier Drogba,3,1,2,1,9
1580,Sunderland,Craig Gordon,Michael Turner,John Mensah,Paulo Da Silva,Andy Reid,Lorik Cana,Lee Cattermole,Steed Malbranque,Kieran Richardson,Darren Bent,Kenwyne Jones,Wolverhampton Wanderers,Wayne Hennessey,George Elokobi,Michael Mancienne,Christophe Berra,Karl Henry,David Edwards,Matthew Jarvis,Segundo Castillo,Greg Halford,Andy Keogh,Kevin Doyle,5,2,3,1,9
1581,Manchester City,Shay Given,Kolo Touré,Joleon Lescott,Wayne Bridge,Pablo Zabaleta,Martin Petrov,Shaun Wright-Phillips,Gareth Barry,Nigel de Jong,Craig Bellamy,Carlos Tevez,West Ham United,Robert Green,Hérita Ilunga,James Tomkins,Manuel da Costa,Mark Noble,Scott Parker,Radoslav Kovac,Luis Jiménez,Julien Faubert,Alessandro Diamanti,Carlton Cole,3,1,2,1,9
1582,Bolton Wanderers,Jussi Jääskeläinen,Sam Ricketts,Jlloyd Samuel,Zat Knight,Gary Cahill,Matthew Taylor,Ricardo Gardner,Tamir Cohen,Fabrice Muamba,Lee Chung-Yong,Kevin Davies,Tottenham Hotspur,Carlo Cudicini,Sebastien Bassong,Benoit Assou-Ekotto,Vedran Corluka,Tom Huddlestone,Niko Kranjcar,Wilson Palacios,Aaron Lennon,Jermaine Jenas,Peter Crouch,Robbie Keane,2,2,0,0,9
1583,Burnley,Brian Jensen,Clarke Carlisle,André Bikey,Tyrone Mears,Stephen Jordan,Steven Caldwell,Graham Alexander,Wade Elliott,Robbie Blake,David Nugent,Steven Fletcher,Birmingham City,Joe Hart,Franck Queudrue,Scott Dann,Stephen Carr,Roger Johnson,Lee Bowyer,Teemu Tainio,Barry Ferguson,Keith Fahey,James McFadden,Garry O'Connor,2,1,1,1,9
1584,Hull City,Boaz Myhill,Paul McShane,Ibrahima Sonko,Andy Dawson,Kamil Zayatte,Geovanni,Dean Marney,Stephen Hunt,Nick Barmby,Kevin Kilbane,Jan Vennegoor of Hesselink,Wigan Athletic,Chris Kirkland,Titus Bramble,Emmerson Boyce,Paul Scharner,Maynor Figueroa,Mario Melchiot,Hendry Thomas,Charles N'Zogbia,Mohamed Diamé,Hugo Rodallega,Jason Scotland,2,1,1,1,9
1585,Manchester United,Ben Foster,Nemanja Vidic,Jonny Evans,John O'Shea,Patrice Evra,Darren Fletcher,Paul Scholes,Nani,Danny Welbeck,Dimitar Berbatov,Wayne Rooney,Sunderland,Craig Gordon,Michael Turner,Anton Ferdinand,Phil Bardsley,Steed Malbranque,Lorik Cana,Kieran Richardson,Andy Reid,Lee Cattermole,Darren Bent,Kenwyne Jones,2,2,0,0,9
1586,Wolverhampton Wanderers,Wayne Hennessey,Kevin Foley,Michael Mancienne,Christophe Berra,George Elokobi,Karl Henry,David Edwards,Matthew Jarvis,Greg Halford,Andy Keogh,Kevin Doyle,Portsmouth,David James,Younes Kaboul,Tal Ben Haim,Steve Finnan,Kevin-Prince Boateng,Michael Brown,Hassan Yebda,Jamie O'Hara,Marc Wilson,Tommy Smith,Aruna Dindane,0,1,-1,2,9
1587,Arsenal,Vito Mannone,William Gallas,Bacary Sagna,Gaël Clichy,Thomas Vermaelen,Andrey Arshavin,Tomas Rosicky,Cesc Fàbregas,Alexandre Song,Abou Diaby,Robin van Persie,Blackburn Rovers,Paul Robinson,Lars Jacobsen,Pascal Chimbonda,Brett Emerton,Martin Olsson,Gaël Givet,David Dunn,Keith Andrews,Steven Nzonzi,El Hadji Diouf,Franco Di Santo,6,2,4,1,9
1588,Chelsea,Henrique Hilário,Ashley Cole,John Terry,Ricardo Carvalho,Branislav Ivanovic,Michael Ballack,Michael Essien,Deco,Frank Lampard,Nicolas Anelka,Didier Drogba,Liverpool,Pepe Reina,Jamie Carragher,Emiliano Insúa,Glen Johnson,Martin Skrtel,Javier Mascherano,Albert Riera,Lucas Leiva,Steven Gerrard,Fernando Torres,Dirk Kuyt,2,0,2,1,9
1589,Everton,Tim Howard,Leighton Baines,Sylvain Distin,Tony Hibbert,John Heitinga,Tim Cahill,Leon Osman,Marouane Fellaini,Diniyar Bilyaletdinov,Jack Rodwell,Louis Saha,Stoke City,Thomas Sørensen,Robert Huth,Danny Collins,Abdoulaye Diagne-Faye,Ryan Shawcross,Salif Diao,Rory Delap,Matthew Etherington,Dean Whitehead,Ricardo Fuller,James Beattie,1,1,0,0,9
1590,West Ham United,Robert Green,Hérita Ilunga,James Tomkins,Matt Upson,Mark Noble,Luis Jiménez,Scott Parker,Julien Faubert,Zavon Hines,Alessandro Diamanti,Carlton Cole,Fulham,Mark Schwarzer,John Pantsil,Aaron Hughes,Paul Konchesky,Brede Hangeland,Danny Murphy,Zoltán Gera,Clint Dempsey,Kagisho Dikgacoi,Andrew Johnson,Diomansy Kamara,2,2,0,0,9
1591,Aston Villa,Brad Friedel,Carlos Cuellar,Richard Dunne,James Collins,Stephen Warnock,Ashley Young,Stiliyan Petrov,James Milner,Steve Sidwell,John Carew,Gabriel Agbonlahor,Manchester City,Shay Given,Kolo Touré,Joleon Lescott,Wayne Bridge,Pablo Zabaleta,Gareth Barry,Nigel de Jong,Shaun Wright-Phillips,Emmanuel Adebayor,Craig Bellamy,Carlos Tevez,1,1,0,0,9
1592,Arsenal,Vito Mannone,William Gallas,Kieran Gibbs,Thomas Vermaelen,Cesc Fàbregas,Tomas Rosicky,Emmanuel Eboué,Alexandre Song,Theo Walcott,Abou Diaby,Robin van Persie,Birmingham City,Joe Hart,Liam Ridgewell,Scott Dann,Stephen Carr,Roger Johnson,Lee Bowyer,Sebastian Larsson,Barry Ferguson,Lee Carsley,Cameron Jerome,James McFadden,3,1,2,1,9
